,primary_key,prob
265,46270977,0.472027362
266,49169717,0.159547556
267,48090605,0.160586255
268,46085223,0.160531609
269,45618463,0.158175319
270,49137615,0.159929435
271,49127022,0.159947581
272,45001487,0.872648338
273,43945367,0.872068566
274,44362373,0.640416315
275,47064659,0.161993412
276,48103143,0.589186897
277,45460155,0.532064295
278,43229322,0.245615665
279,45175340,0.618348515
280,43380401,0.385055604
281,43959597,0.159988043
282,45670220,0.941412606
283,45528591,0.414896006
284,45820732,0.098653368
285,45673719,0.097398114
286,46157320,0.480589986
287,43265297,0.479151219
288,45755448,0.471282087
289,43767237,0.491587568
290,48612151,0.770758936
291,48795620,0.769680098
292,45764974,0.769238836
293,45824944,0.896978236
294,46876184,0.8538611
295,48345797,0.657512868
296,43947712,0.359165445
297,44175840,0.519364183
298,49088404,0.412717417
299,47593482,0.403648035
300,47572314,0.34743938
301,45990722,0.345642851
302,48118204,0.378513287
303,43285503,0.378321809
304,49108884,0.270824635
305,43445333,0.269831027
306,46110854,0.143418977
307,43746427,0.153580714
308,44765339,0.903935069
309,48925824,0.588291771
310,49127112,0.442204579
311,48677175,0.863253064
312,48832679,0.863985114
313,45164942,0.01600765
314,45163256,0.015908992
315,43441856,0.158555407
316,46914506,0.395115005
317,43384244,0.393068651
318,44335322,0.062779744
319,45625311,0.274052224
320,43775648,0.268102933
321,48477650,0.273521784
322,43132452,0.292695658
323,45822000,0.112700765
324,43717912,0.111830029
325,44313354,0.736400045
326,45160508,0.024451471
327,43420584,0.596844298
328,48306197,0.10380662
329,48358473,0.104169249
330,43419302,0.818265543
331,48156691,0.436247718
332,48512530,0.932165422
333,44806844,0.088801194
334,48115552,0.132581183
335,47539735,0.219498129
336,45811668,0.204813209
337,45535120,0.425868929
338,45640025,0.344192367
339,47039636,0.0101537
340,48276410,0.077624226
341,44180621,0.120617536
342,48335053,0.222358992
343,43911060,0.257003831
344,48286089,0.256992007
345,46001032,0.818376292
346,44313958,0.332982134
347,46216752,0.33273822
348,43931418,0.102228877
349,43732966,0.517497551
350,48822992,0.411603291
351,48667716,0.376176931
352,45654072,0.438388641
353,43098411,0.293439541
354,47535487,0.274707696
355,43608508,0.891502227
356,44803917,0.436198083
357,48488249,0.07206859
358,46234478,0.054838929
359,48515258,0.054728743
360,46994393,0.014456942
361,48764398,0.014144767
362,43763723,0.720188462
363,45667654,0.376410026
364,43549583,0.376177162
365,44947196,0.492560731
366,46101939,0.887652883
367,47541712,0.073827915
368,48832383,0.229424115
369,46005681,0.876617276
370,43951980,0.444813989
371,45122710,0.149734392
372,43273328,0.149734392
373,44120026,0.147599461
374,48090677,0.288403815
375,45364819,0.072758063
376,45364674,0.072652456
377,45183978,0.078985998
378,45364443,0.072578071
379,43775752,0.081018968
380,43923383,0.274185236
381,43720014,0.274676872
382,48957762,0.66913635
383,48818905,0.68818753
384,43530881,0.246478732
385,48780115,0.242873844
386,45645325,0.192220942
387,44992504,0.346416613
388,43223216,0.548491832
389,43128797,0.648913018
390,43547685,0.158439969
391,44115673,0.269662598
392,44115681,0.269662598
393,48120900,0.797640083
394,48336184,0.780904444
395,44992871,0.770070863
396,43767852,0.216251172
397,45653413,0.90335436
398,43917877,0.116106141
399,44393088,0.213425262
400,44378973,0.677927126
401,45665060,0.215782942
402,48953821,0.099934057
403,45624570,0.56273335
404,49127379,0.818025535
405,43075554,0.754690125
406,45625976,0.850498395
407,44187574,0.401732929
408,43516592,0.147238673
409,45808072,0.032140992
410,46869162,0.377611018
411,48459159,0.118052813
412,48343684,0.116844788
413,43605461,0.543263577
414,46284909,0.358543543
415,49100929,0.611996051
416,43294146,0.88585799
417,47010997,0.492910898
418,45950990,0.360132681
419,46108931,0.607926447
420,45333753,0.188752517
421,47046005,0.260171419
422,49093509,0.561954877
423,48150883,0.562496443
424,45111570,0.268931839
425,44570115,0.758089049
426,46269946,0.380901669
427,47518532,0.237255824
428,47019799,0.248326885
429,43593684,0.198272942
430,48937588,0.902587377
431,44167190,0.565264797
432,46110195,0.566702154
433,43547192,0.567661626
434,48314001,0.814035825
435,44355275,0.891908426
436,46907547,0.864802918
437,49138472,0.84329954
438,45658017,0.757185227
439,48804426,0.804164214
440,44186265,0.804499636
441,43960265,0.623403183
442,43546965,0.906402749
443,47538749,0.245045483
444,43535125,0.899957749
445,44990089,0.863977047
446,48519509,0.094291737
447,45984053,0.174220901
448,48291886,0.023700102
449,46248448,0.023647386
450,44354579,0.023725597
451,45664271,0.295753145
452,45612171,0.179461201
453,44920738,0.776531328
454,48207670,0.201016904
455,48983798,0.196845
456,43404886,0.188375176
457,48620151,0.893278951
458,43233736,0.893155979
459,44325484,0.893122227
460,48959187,0.253357045
461,48160607,0.059045113
462,43522058,0.170449206
463,49134176,0.171014145
464,46693368,0.187138054
465,43948741,0.770613942
466,43258940,0.772294964
467,45326957,0.556165371
468,43258879,0.144400232
469,43287640,0.873370708
470,46006585,0.489274556
471,45641674,0.351729513
472,45824472,0.188929297
473,45159138,0.029428015
474,43284200,0.516886663
475,45130278,0.041117129
476,48929502,0.721796851
477,45296271,0.722730253
478,48465945,0.842744959
479,43532552,0.287434951
480,48756932,0.520761976
481,44530932,0.319101087
482,43448779,0.884703031
483,44979055,0.094971107
484,48500096,0.070662484
485,48517790,0.071478075
486,44515851,0.630231496
487,47556145,0.533022675
488,44182875,0.639450748
489,45469145,0.053130401
490,48664295,0.708784286
491,45467799,0.31818443
492,43606290,0.415306531
493,48656651,0.427462201
494,43279358,0.698549132
495,43066118,0.810913925
496,46889459,0.81120206
497,44966813,0.895588163
498,45170776,0.230691614
499,46746406,0.229025714
500,48169747,0.225657108
501,48594129,0.267489335
502,43272888,0.139082639
503,45348661,0.078325155
504,44370387,0.07827417
505,43286018,0.283606922
506,43569554,0.911642757
507,44521197,0.11629163
508,45175042,0.752029751
509,43790359,0.926224289
510,43919741,0.238551472
511,45109673,0.592003395
512,46763998,0.140048671
513,48207936,0.143987655
514,44503999,0.121108537
515,48655407,0.118306906
516,43782282,0.847393782
517,46904303,0.182641645
518,48773190,0.837193029
519,43776568,0.30836639
520,48086711,0.01402189
521,48276796,0.014015173
522,48479562,0.055494281
523,43775694,0.275504194
524,43429425,0.275000674
525,43952087,0.363764755
526,44372576,0.447561762
527,49133899,0.54575184
528,43780416,0.350498831
529,47525244,0.133140447
530,45158997,0.133183324
531,43900480,0.692143494
532,46078280,0.034016226
533,45780091,0.178237902
534,45639598,0.207174519
535,43570377,0.207626207
536,43608139,0.211985689
537,45295122,0.111782601
538,43232043,0.732274284
539,48323965,0.199126762
540,45618538,0.755923366
541,48154465,0.887103042
542,44789427,0.645650999
543,44989179,0.061841943
544,46738279,0.644661255
545,48330886,0.66697181
546,43072941,0.542256751
547,44181501,0.811384921
548,43584641,0.811926455
549,44334736,0.073747927
550,43100286,0.073746515
551,48112077,0.919907078
552,49126354,0.919848398
553,48979565,0.920229932
554,43397825,0.334127859
555,46274370,0.175458715
556,46749416,0.873781434
557,44150331,0.62446408
558,44529643,0.13546289
559,45668545,0.060308921
560,43386589,0.27874313
561,45640134,0.069959658
562,45344200,0.072263119
563,43918099,0.887787164
564,43965238,0.888067778
565,43963842,0.888530317
566,46884280,0.057891138
567,46145848,0.05790543
568,43392931,0.494652554
569,48920411,0.874541364
570,43752266,0.072455202
571,43293289,0.937494947
572,43293237,0.937291036
573,43246120,0.165111969
574,43735446,0.735185549
575,45016308,0.148808377
576,45750462,0.14880657
577,45289269,0.773129039
578,43087600,0.18373696
579,43113101,0.183623151
580,44581714,0.206387914
581,43445866,0.537523179
582,46145104,0.537485944
583,43252349,0.787129687
584,46869071,0.11105494
585,44792591,0.192035633
586,43263266,0.184030348
587,43522098,0.708098313
588,44383264,0.519844438
589,43771921,0.064224905
590,45610663,0.063205482
591,48161293,0.062595057
592,46745864,0.086191307
593,48462752,0.543243173
594,48605367,0.79601952
595,46725987,0.331168809
596,46239952,0.316264836
597,46220501,0.544385764
598,48822738,0.443483693
599,44995589,0.667304995
600,46699541,0.667211654
601,44943205,0.664150435
602,43285699,0.85817405
603,44809912,0.060394939
604,46269516,0.060963551
605,48345625,0.560337093
606,43292151,0.619253226
607,45825638,0.354634627
608,43770446,0.607751877
609,46081619,0.872630004
610,48162262,0.400934621
611,43593046,0.308957136
612,43607681,0.064871992
613,45350080,0.06582798
614,47555356,0.06487397
615,45618343,0.06483568
616,45991347,0.044514606
617,44967264,0.184681933
618,46272374,0.867489333
619,43930039,0.061037894
620,43124630,0.060857164
621,49156397,0.356491659
622,43908833,0.682336571
623,48794965,0.031174483
624,44821697,0.898635375
625,44561338,0.883066849
626,46140681,0.883176036
627,44743573,0.5
628,49106631,0.506439534
629,48804534,0.5
630,43951491,0.921079542
631,48980124,0.927191264
632,48511476,0.669733868
633,43918069,0.639342326
634,45135440,0.186855324
635,45753788,0.700365001
636,48959835,0.773818632
637,44512688,0.886008494
638,44119153,0.884403727
639,43557123,0.382226695
640,43543694,0.882715578
641,44151985,0.924258334
642,43962548,0.918173271
643,44125949,0.374338754
644,43611057,0.899354517
645,48916460,0.899350201
646,49162573,0.207974146
647,46142402,0.775058739
648,46272704,0.484143407
649,46001622,0.205133637
650,44732356,0.47712773
651,43228919,0.917191916
652,43535188,0.907583719
653,45113749,0.424540852
654,48760289,0.102313288
655,44749036,0.033551085
656,45491462,0.250319963
657,45295198,0.860159313
658,43767349,0.652197856
659,43955474,0.327723153
660,45328034,0.340662317
661,43963219,0.132765698
662,45681179,0.906141685
663,48339785,0.184594556
664,45669482,0.030685538
665,44142682,0.570315329
666,45607701,0.612734782
667,45337121,0.64269935
668,48955728,0.642332731
669,47562768,0.049110333
670,43129021,0.616184192
671,46911689,0.90540546
672,46272184,0.756101999
673,48080540,0.196888847
674,48318086,0.883609607
675,43382521,0.822781567
676,49098895,0.551941253
677,43420638,0.093115914
678,48981276,0.731729578
679,46994611,0.227098089
680,43085559,0.405874416
681,46696750,0.781281798
682,43781632,0.906653799
683,43597747,0.234379721
684,43380638,0.732922884
685,48910283,0.905286451
686,45515799,0.081927737
687,48345974,0.110113865
688,45333853,0.812801094
689,45670695,0.81418931
690,45652374,0.813609237
691,44339401,0.872108241
692,48475686,0.077775493
693,46263598,0.796550186
694,45522048,0.384064764
695,45174362,0.671256568
696,45830152,0.671534411
697,46269024,0.441080798
698,48606977,0.060153224
699,44960844,0.919169843
700,43261936,0.783858919
701,48090404,0.279536257
702,45525653,0.282561277
703,43242293,0.27966956
704,43948839,0.279806373
705,43386043,0.191385368
706,44373901,0.868275168
707,43906602,0.536474434
708,45980972,0.235170905
709,43594031,0.310296496
710,49161251,0.574379713
711,48089822,0.648235981
712,44815440,0.009802084
713,44127261,0.53607707
714,43114199,0.721176311
715,48463281,0.665057408
716,47043860,0.045642448
717,48749962,0.811796349
718,44341461,0.890139031
719,44375136,0.117295139
720,45161503,0.311774753
721,43239564,0.812194902
722,45162626,0.280360957
723,45661683,0.46115048
724,46084475,0.458761053
725,43617297,0.121477742
726,43905314,0.377518122
727,45339576,0.379801934
728,45310300,0.379113268
729,43590287,0.024492787
730,44781448,0.636299136
731,44926107,0.902503019
732,48787950,0.901603831
733,45507866,0.12992601
734,46280905,0.892025599
735,48906770,0.803674921
736,46701394,0.080405467
737,48928156,0.605105491
738,48599863,0.591162636
739,45323330,0.872582568
740,46756627,0.623676588
741,48636826,0.622622981
742,46084313,0.623811665
743,45002029,0.617911655
744,48351083,0.623843272
745,45168912,0.919118429
746,43608929,0.33557405
747,45939879,0.077741642
748,47003058,0.376590627
749,44924651,0.818285195
750,43230095,0.818322132
751,48307881,0.818272189
752,48364086,0.474144187
753,44928159,0.90759229
754,43535728,0.681664896
755,47007627,0.074232469
756,45000069,0.621482492
757,48104170,0.302618855
758,48457954,0.302316954
759,44784256,0.526917981
760,45130624,0.258763757
761,45468322,0.258547998
762,43947955,0.042365082
763,43762973,0.073234204
764,44942183,0.900469451
765,44578073,0.079324153
766,47538615,0.818132593
767,46274876,0.745173748
768,45350146,0.249489631
769,45334154,0.883412861
770,48362582,0.927067797
771,45308837,0.026248725
772,45141377,0.144254633
773,43372059,0.7662214
774,44171753,0.112129249
775,43240427,0.253076624
776,44568843,0.263749087
777,48123899,0.283206958
778,46869788,0.737414197
779,48279255,0.888815213
780,44184883,0.09682616
781,47593639,0.094657212
782,45792336,0.182230559
783,49137025,0.11462174
784,48794856,0.843294021
785,46083943,0.885891967
786,45343614,0.885682739
787,45136689,0.443164409
788,43951524,0.560144787
789,45165123,0.193312001
790,43532700,0.169665514
791,44969830,0.892987072
792,46705518,0.017050555
793,48165246,0.300243339
794,44121283,0.283974246
795,45167968,0.2840968
796,43450048,0.211627568
797,43063165,0.126500964
798,43944509,0.120696429
799,43371682,0.126290785
800,43728570,0.887052976
801,44118973,0.632277265
802,47577410,0.639174963
803,43779565,0.635242977
804,44931582,0.827737567
805,48788070,0.827745295
806,46278606,0.211500506
807,48920206,0.211502331
808,48281640,0.296910645
809,45756433,0.374760008
810,44994423,0.358899053
811,45820358,0.216282405
812,44385354,0.3697241
813,44739377,0.508295022
814,49094732,0.074059702
815,45524947,0.096668404
816,48345926,0.372355283
817,47523284,0.060771775
818,45301503,0.294752108
819,43262806,0.564386011
820,45672940,0.19259543
821,45616091,0.950335577
822,44802152,0.5
823,46264313,0.532410148
824,48957909,0.429167319
825,44988691,0.216577221
826,44581991,0.620901175
827,43217304,0.159382027
828,48962296,0.175210199
829,45669598,0.760493433
830,45167753,0.760250692
831,49088538,0.709902406
832,43121134,0.345030622
833,43760387,0.119915243
834,44363963,0.119915243
835,45130917,0.118310238
836,45328939,0.673473085
837,45364624,0.593134693
838,43591854,0.679659355
839,44813752,0.37961093
840,48608164,0.891380399
841,43214063,0.903559069
842,48344728,0.533677709
843,43097718,0.851813013
844,47556652,0.760671531
845,46887866,0.425323546
846,43280813,0.268865287
847,44767925,0.378677119
848,46275460,0.739214567
849,48804045,0.610202752
850,48621717,0.010844019
851,45166098,0.8066466
852,45135654,0.892972377
853,46725694,0.890616359
854,43539129,0.706126181
855,48755284,0.920113892
856,48809825,0.342310412
857,45623199,0.251614888
858,46102795,0.030684921
859,43378414,0.929226185
860,46990300,0.162011586
861,45537454,0.781112695
862,45141372,0.705121264
863,43225649,0.704347437
864,46102265,0.706112654
865,43784884,0.555056159
866,45528245,0.25664756
867,43092649,0.53324826
868,43531811,0.634639367
869,44126948,0.224026125
870,48164934,0.7442828
871,48365880,0.414243881
872,46852686,0.342152935
873,45645610,0.087426217
874,46137876,0.087809491
875,45523609,0.795706962
876,43289799,0.740435795
877,45179480,0.268168319
878,48985467,0.260193946
879,44561869,0.246273196
880,43121810,0.558267176
881,43567191,0.69042732
882,44924524,0.046307623
883,46904227,0.242005515
884,48922540,0.015240474
885,49164045,0.113561801
886,48943575,0.416224273
887,45776579,0.904856934
888,45755025,0.600629976
889,44544666,0.852893439
890,43214931,0.052168855
891,46899248,0.052341556
892,44178563,0.895401682
893,44184434,0.023199416
894,44373171,0.023401944
895,43954596,0.65365411
896,49150386,0.183611331
897,43532503,0.408009136
898,43599103,0.408009136
899,43446502,0.408260483
900,43599117,0.408009136
901,43446384,0.408009136
902,44531840,0.408009136
903,48767221,0.640296154
904,48827907,0.397156427
905,44389345,0.401305837
906,44165728,0.844519763
907,43534779,0.855946344
908,43273544,0.085103564
909,48286132,0.118092063
910,44313692,0.828352776
911,49136356,0.781754587
912,43591804,0.260465598
913,45931153,0.259766105
914,43760458,0.015992979
915,43785716,0.262922492
916,43289588,0.876796016
917,45769156,0.242010958
918,43534224,0.895728011
919,48500718,0.650844448
920,43540795,0.662691657
921,45945192,0.086985795
922,44931411,0.087677805
923,43292335,0.589244267
924,43399546,0.902717929
925,43725097,0.208875059
926,43596089,0.889235572
927,45685609,0.902447992
928,44173249,0.338121437
929,43595491,0.557952558
930,46996900,0.398959127
931,43532936,0.332468681
932,44363928,0.877093455
933,43594063,0.332743362
934,48296976,0.389976549
935,46280542,0.436815214
936,43606460,0.466989188
937,46711773,0.39022021
938,49156890,0.914998482
939,43094550,0.900362871
940,43960161,0.598717115
941,43446910,0.906924427
942,44115598,0.235058259
943,44178094,0.785824017
944,43380897,0.338593972
945,47525771,0.338571947
946,43606925,0.166148218
947,45682624,0.286252744
948,48476275,0.615675784
949,46138584,0.229596078
950,45333815,0.317006033
951,43917627,0.179297153
952,43899068,0.880745867
953,48463176,0.185734135
954,48170997,0.594632132
955,45522341,0.903786793
956,45164612,0.65825405
957,45653212,0.661036835
958,45817517,0.769388862
959,44329517,0.768152128
960,43276681,0.409734118
961,43548479,0.119191681
962,43965984,0.338239486
963,45295517,0.449867001
964,45470760,0.060737288
965,48510441,0.89376985
966,48332952,0.890700141
967,45294833,0.916088719
968,46279618,0.24813154
969,48517866,0.118074963
970,48460804,0.819263763
971,44375097,0.380000586
972,48152373,0.657937417
973,43522387,0.258764124
974,46725063,0.38960373
975,44991728,0.044243274
976,48090862,0.691312983
977,46010229,0.914816032
978,43098388,0.130125919
979,43215614,0.132499101
980,45344161,0.745532192
981,45328236,0.743869055
982,48960068,0.851494903
983,46129152,0.079835865
984,43095095,0.088892509
985,43954488,0.137924007
986,49158043,0.128579434
987,44374176,0.137420277
988,44369442,0.582328237
989,44753118,0.263085776
990,43544689,0.200244846
991,43957132,0.075024392
992,43957080,0.07291711
993,46703343,0.355587808
994,46862768,0.350282352
995,49136658,0.895972979
996,44155448,0.308569397
997,44149393,0.308569397
998,45139504,0.153981547
999,43448893,0.15428981
1000,43956399,0.7207497
1001,46890467,0.701444294
1002,44574290,0.410232046
1003,43230705,0.8654433
1004,45827723,0.829408155
1005,45521921,0.012557396
1006,46222664,0.282942047
1007,43263085,0.259618656
1008,46093413,0.2686303
1009,48781869,0.422956898
1010,45638373,0.79767953
1011,48825742,0.337669845
1012,44734077,0.044288684
1013,49160134,0.813659449
1014,46760587,0.697356227
1015,46102125,0.056919196
1016,48162559,0.305729101
1017,44785366,0.891081111
1018,45817914,0.58097364
1019,48345579,0.647605168
1020,48110243,0.426303796
1021,45482715,0.14157104
1022,48824503,0.41522784
1023,43616147,0.385566202
1024,47542309,0.045482474
1025,46742100,0.464537068
1026,49152863,0.635709145
1027,45528703,0.2010216
1028,46145095,0.027813025
1029,46006616,0.636135735
1030,48918401,0.018077336
1031,45114225,0.191869049
1032,43899783,0.245054812
1033,46993593,0.243687545
1034,45624870,0.243384788
1035,43129641,0.719824292
1036,44382142,0.907089808
1037,45292912,0.763176969
1038,47553009,0.920182646
1039,45168364,0.487430322
1040,45464783,0.110575338
1041,43944704,0.110633875
1042,48960878,0.111135813
1043,44990716,0.110851273
1044,43274069,0.110505609
1045,43265829,0.130640598
1046,43293130,0.918217175
1047,46724931,0.766727571
1048,45174592,0.909040528
1049,43094664,0.229557902
1050,44119065,0.235376116
1051,44368864,0.39877963
1052,43952996,0.535142801
1053,43381867,0.535028836
1054,44382771,0.84708505
1055,48517193,0.911233649
1056,48985871,0.911504165
1057,43283390,0.333432272
1058,48819692,0.333508413
1059,44185448,0.257340243
1060,45638688,0.748499843
1061,44746913,0.512763673
1062,44786734,0.225913365
1063,43113756,0.695336647
1064,44333844,0.869236834
1065,47003766,0.424635776
1066,43449265,0.371084131
1067,43594546,0.752988639
1068,43247856,0.216514858
1069,45666633,0.726947854
1070,43119336,0.359217386
1071,45529008,0.351824405
1072,43434361,0.045591804
1073,43448578,0.045596119
1074,48476002,0.045589652
1075,48285739,0.427796698
1076,44754488,0.436713966
1077,45498086,0.118765482
1078,44970688,0.113427684
1079,43615258,0.081936173
1080,44182310,0.082699415
1081,45168687,0.317091945
1082,43093649,0.322498968
1083,43117922,0.84864258
1084,48341061,0.63315811
1085,48271175,0.126568984
1086,48343362,0.888672261
1087,43443407,0.676553332
1088,44168214,0.346637223
1089,45459857,0.344186395
1090,46748742,0.107753527
1091,44132048,0.107746337
1092,46717426,0.10776031
1093,46747406,0.107688653
1094,44535251,0.107756515
1095,43615043,0.361189981
1096,48822408,0.310068302
1097,44988326,0.036651695
1098,45161247,0.014491085
1099,45139109,0.873262529
1100,45158955,0.873967806
1101,48635998,0.873967806
1102,44320753,0.57080898
1103,47575236,0.061902213
1104,46724503,0.574686869
1105,44790592,0.098122774
1106,43925948,0.121438068
1107,48156699,0.430089996
1108,46100493,0.149427367
1109,43950679,0.197315095
1110,43964586,0.197129817
1111,46702699,0.302526282
1112,44337344,0.480927729
1113,48284566,0.827802294
1114,47566655,0.024166198
1115,44165398,0.114268217
1116,45176569,0.114293085
1117,47029771,0.114264777
1118,43254854,0.638805387
1119,44750631,0.204013804
1120,44387378,0.780622776
1121,43431272,0.796030596
1122,44385639,0.15903964
1123,48769591,0.22670768
1124,43604083,0.139598161
1125,48512186,0.197736018
1126,46742481,0.084633247
1127,46906747,0.155315396
1128,48615592,0.154939157
1129,44192208,0.234225863
1130,43377592,0.22105745
1131,46708600,0.221061396
1132,44177388,0.820030034
1133,46141227,0.096607276
1134,48937917,0.109959601
1135,44782957,0.283662197
1136,45640296,0.109239758
1137,43435253,0.293938039
1138,48503287,0.441623959
1139,43597445,0.06759069
1140,45820474,0.062146329
1141,45328144,0.521210942
1142,43442541,0.716882088
1143,48805855,0.889655987
1144,46074848,0.548900671
1145,45134950,0.764576863
1146,44178941,0.624257903
1147,44969588,0.646246132
1148,43548979,0.51550719
1149,43097126,0.521004103
1150,45499511,0.075586125
1151,48126793,0.882578604
1152,47571064,0.397427846
